filename,dapi_ssim,panck_ssim,cd3_ssim,average_ssim,dapi_pearson,panck_pearson,cd3_pearson,average_pearson,dapi_psnr,panck_psnr,cd3_psnr,average_psnr
"[19129,51780]_patch_1_0",0.7218,0.8852,0.8128,0.8066,0.8539,0.6747,0.9644,0.8310,20.61,22.52,26.93,23.35
"[19129,51780]_patch_1_1",0.7307,0.9160,0.8110,0.8192,0.8610,0.6920,0.9622,0.8384,20.92,24.46,26.57,23.98
"[19129,51780]_patch_1_2",0.7496,0.9190,0.8081,0.8256,0.8594,0.6517,0.9589,0.8234,22.15,24.64,26.59,24.46
"[19129,51780]_patch_1_3",0.7023,0.9216,0.8005,0.8081,0.8344,0.6469,0.9525,0.8113,21.97,25.48,26.71,24.72
"[19129,51780]_patch_1_4",0.6460,0.9426,0.7977,0.7954,0.8095,0.7182,0.9501,0.8259,20.02,27.29,26.46,24.59
"[19129,51780]_patch_1_5",0.6466,0.9655,0.7865,0.7995,0.7991,0.7634,0.9470,0.8365,19.88,29.50,25.91,25.10
"[19129,51780]_patch_1_6",0.6114,0.9457,0.7970,0.7847,0.7804,0.6481,0.9551,0.7945,19.23,25.93,26.46,23.87
"[19129,51780]_patch_1_7",0.5689,0.9449,0.8258,0.7799,0.7596,0.6156,0.9633,0.7795,18.79,25.86,27.83,24.16
"[19129,51780]_patch_1_8",0.5286,0.9634,0.8365,0.7761,0.7676,0.7999,0.9611,0.8429,18.13,28.36,27.67,24.72
"[19129,51780]_patch_2_0",0.7319,0.9076,0.8191,0.8195,0.8337,0.6936,0.9654,0.8309,20.83,23.86,26.74,23.81
"[19129,51780]_patch_2_1",0.7883,0.8990,0.8205,0.8359,0.8637,0.6802,0.9613,0.8351,21.94,23.85,26.34,24.04
"[19129,51780]_patch_2_2",0.7338,0.9207,0.8043,0.8196,0.8420,0.6637,0.9538,0.8198,22.41,24.75,26.25,24.47
"[19129,51780]_patch_2_3",0.6725,0.9470,0.7970,0.8055,0.8201,0.6521,0.9482,0.8068,22.20,26.76,27.06,25.34
"[19129,51780]_patch_2_4",0.6425,0.9541,0.7982,0.7983,0.8156,0.6085,0.9475,0.7905,20.47,27.77,27.02,25.09
"[19129,51780]_patch_2_5",0.6748,0.9441,0.7974,0.8054,0.8425,0.6560,0.9478,0.8154,20.00,26.33,26.32,24.22
"[19129,51780]_patch_2_6",0.6632,0.9209,0.7960,0.7934,0.8315,0.6375,0.9519,0.8070,19.77,24.11,26.40,23.43
"[19129,51780]_patch_2_7",0.6231,0.9328,0.8005,0.7855,0.8269,0.6438,0.9506,0.8071,19.30,24.95,27.38,23.88
"[19129,51780]_patch_2_8",0.6202,0.9612,0.8046,0.7953,0.7999,0.7683,0.9519,0.8400,19.18,28.44,27.07,24.90
"[19129,51780]_patch_3_0",0.7223,0.9207,0.8217,0.8216,0.8362,0.7258,0.9624,0.8415,21.33,24.44,27.01,24.26
"[19129,51780]_patch_3_1",0.7950,0.8914,0.8265,0.8376,0.8699,0.7008,0.9600,0.8436,22.20,23.48,26.73,24.14
"[19129,51780]_patch_3_2",0.7628,0.8965,0.8198,0.8264,0.8457,0.6652,0.9583,0.8230,21.07,23.40,26.62,23.70
"[19129,51780]_patch_3_3",0.6782,0.9385,0.8060,0.8076,0.8202,0.6784,0.9527,0.8171,21.14,25.84,26.86,24.61
"[19129,51780]_patch_3_4",0.6547,0.9477,0.8039,0.8021,0.8069,0.7243,0.9473,0.8262,20.84,27.01,27.13,24.99
"[19129,51780]_patch_3_5",0.7306,0.9119,0.8117,0.8181,0.8580,0.7005,0.9490,0.8358,21.63,24.40,26.93,24.32
"[19129,51780]_patch_3_6",0.6919,0.9190,0.8098,0.8069,0.8410,0.6641,0.9546,0.8199,20.74,24.37,27.03,24.05
"[19129,51780]_patch_3_7",0.6077,0.9567,0.7873,0.7839,0.8095,0.7182,0.9499,0.8259,19.70,27.32,26.67,24.56
"[19129,51780]_patch_3_8",0.5967,0.9718,0.7880,0.7855,0.8092,0.7802,0.9445,0.8446,17.77,30.30,26.79,24.95
"[19129,51780]_patch_4_0",0.7315,0.9066,0.8283,0.8221,0.8449,0.6931,0.9593,0.8324,20.29,23.68,27.88,23.95
"[19129,51780]_patch_4_1",0.7751,0.9053,0.8284,0.8363,0.8485,0.7135,0.9592,0.8404,22.01,24.14,27.55,24.57
"[19129,51780]_patch_4_2",0.7869,0.9059,0.8269,0.8399,0.8468,0.6837,0.9626,0.8310,23.04,23.96,27.04,24.68
"[19129,51780]_patch_4_3",0.7294,0.9220,0.8152,0.8222,0.8465,0.6831,0.9531,0.8276,23.03,24.84,26.99,24.96
"[19129,51780]_patch_4_4",0.6606,0.9379,0.8051,0.8012,0.8224,0.7398,0.9406,0.8343,21.60,26.02,27.25,24.96
"[19129,51780]_patch_4_5",0.6834,0.9287,0.8057,0.8059,0.8393,0.7412,0.9392,0.8399,21.58,25.48,27.28,24.78
"[19129,51780]_patch_4_6",0.6453,0.9303,0.8051,0.7936,0.8281,0.6897,0.9476,0.8218,19.70,25.72,27.27,24.23
"[19129,51780]_patch_4_7",0.6154,0.9492,0.7801,0.7816,0.7854,0.7293,0.9444,0.8197,20.33,26.69,26.27,24.43
"[19129,51780]_patch_4_8",0.6299,0.9702,0.7498,0.7833,0.7799,0.7208,0.9394,0.8133,20.16,28.91,24.42,24.50
"[19129,51780]_patch_5_0",0.6494,0.9448,0.8190,0.8044,0.8253,0.6537,0.9555,0.8115,19.38,26.70,27.86,24.64
"[19129,51780]_patch_5_1",0.7087,0.9548,0.8189,0.8275,0.8464,0.6523,0.9550,0.8179,21.80,27.75,27.37,25.64
"[19129,51780]_patch_5_2",0.7351,0.9380,0.8156,0.8296,0.8541,0.6506,0.9549,0.8199,22.82,25.92,27.00,25.25
"[19129,51780]_patch_5_3",0.7230,0.9097,0.8139,0.8155,0.8642,0.6324,0.9497,0.8154,23.26,24.02,27.22,24.83
"[19129,51780]_patch_5_4",0.6717,0.9046,0.8095,0.7953,0.8545,0.6656,0.9432,0.8211,20.93,23.96,27.16,24.02
"[19129,51780]_patch_5_5",0.6424,0.9353,0.7960,0.7912,0.8488,0.7032,0.9376,0.8298,20.55,26.09,26.78,24.48
"[19129,51780]_patch_5_6",0.5995,0.9530,0.7754,0.7760,0.8235,0.7175,0.9377,0.8262,19.20,28.14,26.09,24.47
"[19129,51780]_patch_5_7",0.5955,0.9490,0.7845,0.7763,0.8091,0.7054,0.9435,0.8194,19.06,26.96,26.38,24.13
"[19129,51780]_patch_5_8",0.6446,0.9686,0.7742,0.7958,0.8191,0.7018,0.9465,0.8225,21.16,28.33,24.78,24.76
"[19129,51780]_patch_6_0",0.6151,0.9516,0.7915,0.7861,0.8114,0.6821,0.9469,0.8134,19.28,27.52,26.50,24.43
"[19129,51780]_patch_6_1",0.6273,0.9671,0.8085,0.8010,0.8400,0.6123,0.9460,0.7994,20.49,28.53,27.36,25.46
"[19129,51780]_patch_6_2",0.6921,0.9335,0.8134,0.8130,0.8791,0.6631,0.9511,0.8311,21.26,25.21,27.30,24.59
"[19129,51780]_patch_6_3",0.6862,0.9037,0.8166,0.8022,0.8640,0.6536,0.9444,0.8207,20.80,23.80,27.72,24.11
"[19129,51780]_patch_6_4",0.6928,0.9005,0.8180,0.8037,0.8126,0.6782,0.9428,0.8112,20.50,24.00,27.59,24.03
"[19129,51780]_patch_6_5",0.6910,0.9307,0.8079,0.8099,0.8209,0.7115,0.9406,0.8243,20.40,26.51,27.06,24.66
"[19129,51780]_patch_6_6",0.6817,0.9453,0.7951,0.8074,0.8603,0.6969,0.9387,0.8320,20.73,27.31,26.81,24.95
"[19129,51780]_patch_6_7",0.7208,0.9125,0.8079,0.8137,0.8946,0.6156,0.9481,0.8194,21.40,24.68,27.16,24.41
"[19129,51780]_patch_6_8",0.6987,0.9261,0.7939,0.8062,0.8806,0.6356,0.9447,0.8203,19.96,25.04,25.65,23.55
"[21061,52430]_patch_0_0",0.7226,0.9074,0.8746,0.8349,0.8426,0.5046,0.9774,0.7749,19.41,24.12,31.58,25.04
"[21061,52430]_patch_0_1",0.6879,0.9306,0.8773,0.8320,0.8543,0.5566,0.9781,0.7964,18.46,25.18,31.51,25.05
"[21061,52430]_patch_0_2",0.6530,0.9192,0.8528,0.8083,0.8463,0.5345,0.9761,0.7856,16.82,24.22,29.75,23.60
"[21061,52430]_patch_0_3",0.6228,0.9182,0.8464,0.7958,0.8358,0.6408,0.9745,0.8170,16.59,24.93,29.58,23.70
"[21061,52430]_patch_0_4",0.7000,0.8886,0.8678,0.8188,0.8661,0.6560,0.9776,0.8332,18.89,23.75,30.65,24.43
"[21061,52430]_patch_0_5",0.6705,0.8798,0.8657,0.8053,0.8645,0.6005,0.9763,0.8138,16.56,23.02,30.49,23.36
"[21061,52430]_patch_0_6",0.7230,0.7644,0.8551,0.7808,0.8806,0.5880,0.9736,0.8141,17.29,19.61,30.12,22.34
"[21061,52430]_patch_0_7",0.6849,0.7441,0.8575,0.7622,0.8631,0.6350,0.9742,0.8241,18.18,19.60,29.84,22.54
"[21061,52430]_patch_0_8",0.5125,0.9042,0.9127,0.7765,0.8379,0.6785,0.9767,0.8310,16.70,24.63,32.00,24.44
"[21061,52430]_patch_1_0",0.7849,0.9039,0.8897,0.8595,0.8679,0.4308,0.9760,0.7582,21.91,23.04,32.82,25.92
"[21061,52430]_patch_1_1",0.7450,0.9154,0.8727,0.8444,0.8639,0.5560,0.9751,0.7983,19.66,24.51,31.49,25.22
"[21061,52430]_patch_1_2",0.7606,0.9050,0.8652,0.8436,0.8665,0.5400,0.9748,0.7938,19.47,23.94,30.66,24.69
"[21061,52430]_patch_1_3",0.7043,0.8974,0.8656,0.8224,0.8534,0.5447,0.9757,0.7913,18.14,22.42,30.89,23.81
"[21061,52430]_patch_1_4",0.6162,0.9272,0.8745,0.8059,0.8112,0.6187,0.9780,0.8026,17.15,25.29,31.11,24.52
"[21061,52430]_patch_1_5",0.6213,0.9366,0.8875,0.8151,0.7991,0.6280,0.9788,0.8020,18.06,26.01,31.49,25.19
"[21061,52430]_patch_1_6",0.6855,0.8841,0.8905,0.8200,0.8491,0.5793,0.9779,0.8021,19.05,22.97,31.92,24.65
"[21061,52430]_patch_1_7",0.6155,0.8804,0.9044,0.8001,0.8598,0.5755,0.9778,0.8044,17.77,22.75,32.56,24.36
"[21061,52430]_patch_1_8",0.4983,0.9141,0.9050,0.7725,0.8471,0.5611,0.9775,0.7952,16.04,24.57,31.84,24.15
"[21061,52430]_patch_2_0",0.8152,0.9136,0.9024,0.8771,0.6730,0.4558,0.9745,0.7011,27.52,23.66,33.51,28.23
"[21061,52430]_patch_2_1",0.8047,0.8932,0.8834,0.8605,0.8354,0.5221,0.9742,0.7772,21.75,23.41,31.87,25.67
"[21061,52430]_patch_2_2",0.8854,0.8206,0.8648,0.8569,0.8558,0.5183,0.9738,0.7826,21.94,21.13,30.61,24.56
"[21061,52430]_patch_2_3",0.8124,0.8181,0.8628,0.8311,0.8729,0.5337,0.9748,0.7938,20.71,21.26,30.44,24.14
"[21061,52430]_patch_2_4",0.6417,0.9174,0.8691,0.8094,0.7943,0.5989,0.9766,0.7899,17.65,24.76,30.64,24.35
"[21061,52430]_patch_2_5",0.6500,0.9198,0.8712,0.8136,0.7701,0.5604,0.9776,0.7694,17.18,25.55,30.67,24.46
"[21061,52430]_patch_2_6",0.6473,0.9023,0.8770,0.8089,0.8298,0.5929,0.9782,0.8003,17.33,24.42,31.03,24.26
"[21061,52430]_patch_2_7",0.5961,0.9189,0.9035,0.8062,0.8353,0.5348,0.9785,0.7829,18.44,24.58,32.60,25.20
"[21061,52430]_patch_2_8",0.5970,0.8864,0.8822,0.7885,0.8624,0.5530,0.9768,0.7974,17.46,23.17,30.91,23.85
"[21061,52430]_patch_3_0",0.7829,0.9364,0.9051,0.8748,0.1166,0.4182,0.9733,0.5027,25.06,24.62,33.86,27.84
"[21061,52430]_patch_3_1",0.8545,0.9225,0.9087,0.8952,0.7355,0.5072,0.9748,0.7392,25.45,24.56,33.92,27.97
"[21061,52430]_patch_3_2",0.8880,0.8695,0.8936,0.8837,0.7544,0.5682,0.9757,0.7661,25.50,22.60,32.48,26.86
"[21061,52430]_patch_3_3",0.8478,0.8480,0.8796,0.8584,0.8753,0.5262,0.9756,0.7923,22.69,21.77,31.67,25.38
"[21061,52430]_patch_3_4",0.8136,0.8614,0.8787,0.8512,0.8454,0.5466,0.9766,0.7896,20.53,22.26,31.67,24.82
"[21061,52430]_patch_3_5",0.8350,0.8438,0.8672,0.8487,0.8231,0.5278,0.9765,0.7758,20.47,21.85,30.71,24.34
"[21061,52430]_patch_3_6",0.7451,0.8934,0.8662,0.8349,0.8457,0.5685,0.9780,0.7974,20.38,24.10,30.26,24.92
"[21061,52430]_patch_3_7",0.6486,0.9101,0.8778,0.8122,0.8218,0.5261,0.9766,0.7748,19.03,24.45,31.37,24.95
"[21061,52430]_patch_3_8",0.6418,0.8787,0.8705,0.7970,0.8572,0.5555,0.9752,0.7960,17.93,22.65,30.77,23.78
"[21061,52430]_patch_4_0",0.7989,0.9405,0.9131,0.8842,0.0063,0.2350,0.9707,0.4040,28.48,25.17,34.56,29.40
"[21061,52430]_patch_4_1",0.7956,0.9384,0.9103,0.8814,-0.0058,0.3297,0.9708,0.4316,27.60,23.49,34.20,28.43
"[21061,52430]_patch_4_2",0.7682,0.9417,0.9060,0.8720,0.0347,0.4114,0.9696,0.4719,20.04,25.19,34.05,26.43
"[21061,52430]_patch_4_3",0.7549,0.8966,0.8810,0.8442,0.0118,0.3809,0.9702,0.4543,17.59,23.44,32.68,24.57
"[21061,52430]_patch_4_4",0.8249,0.8381,0.8804,0.8478,-0.0081,0.4805,0.9741,0.4822,21.21,21.28,32.31,24.93
"[21061,52430]_patch_4_5",0.8459,0.8232,0.8691,0.8460,0.8757,0.4828,0.9752,0.7779,21.39,20.28,30.95,24.20
"[21061,52430]_patch_4_6",0.7416,0.8928,0.8578,0.8307,0.8501,0.4839,0.9758,0.7699,20.43,22.73,30.12,24.42
"[21061,52430]_patch_4_7",0.6570,0.9349,0.8674,0.8198,0.8042,0.4834,0.9758,0.7544,19.91,25.20,31.07,25.39
"[21061,52430]_patch_4_8",0.5864,0.9058,0.8738,0.7887,0.7999,0.5639,0.9761,0.7800,17.59,24.00,31.12,24.24
"[21061,52430]_patch_5_0",0.7332,0.9363,0.9057,0.8584,0.0993,0.2774,0.9719,0.4495,21.70,24.50,34.34,26.85
"[21061,52430]_patch_5_1",0.8250,0.9140,0.8937,0.8776,0.1008,0.2770,0.9721,0.4499,20.75,23.31,32.96,25.67
"[21061,52430]_patch_5_2",0.7614,0.9096,0.8876,0.8529,-0.0279,0.3918,0.9730,0.4456,14.25,23.71,32.63,23.53
"[21061,52430]_patch_5_3",0.7126,0.8866,0.8845,0.8279,-0.0199,0.4076,0.9747,0.4541,12.28,23.14,32.88,22.76
"[21061,52430]_patch_5_4",0.7522,0.8856,0.8853,0.8410,-0.0043,0.4063,0.9724,0.4581,17.73,22.85,32.71,24.43
"[21061,52430]_patch_5_5",0.8174,0.8687,0.8695,0.8519,0.8446,0.4620,0.9742,0.7603,22.58,20.84,31.01,24.81
"[21061,52430]_patch_5_6",0.7721,0.8471,0.8469,0.8220,0.8521,0.4857,0.9732,0.7703,20.79,21.58,30.07,24.15
"[21061,52430]_patch_5_7",0.6711,0.8944,0.8537,0.8064,0.8087,0.5464,0.9754,0.7768,19.19,23.35,30.48,24.34
"[21061,52430]_patch_5_8",0.5741,0.8973,0.8775,0.7830,0.6931,0.6076,0.9775,0.7594,17.61,23.90,31.31,24.27
"[21061,52430]_patch_6_0",0.5758,0.9446,0.8760,0.7988,0.1081,0.3569,0.9714,0.4788,18.84,25.03,32.57,25.48
"[21061,52430]_patch_6_1",0.7598,0.9092,0.8919,0.8536,0.1121,0.2968,0.9753,0.4614,20.38,22.71,33.33,25.47
"[21061,52430]_patch_6_2",0.7787,0.9099,0.8888,0.8591,-0.0248,0.3926,0.9757,0.4479,15.36,23.14,33.21,23.90
"[21061,52430]_patch_6_3",0.7888,0.8948,0.8844,0.8560,-0.0253,0.4991,0.9753,0.4830,13.30,23.13,32.82,23.08
"[21061,52430]_patch_6_4",0.7511,0.9081,0.9007,0.8533,-0.0102,0.4648,0.9727,0.4758,19.82,22.78,33.54,25.38
"[21061,52430]_patch_6_5",0.7575,0.9062,0.8918,0.8519,-0.0089,0.3346,0.9736,0.4331,18.72,23.48,32.79,25.00
"[21061,52430]_patch_6_6",0.8397,0.8024,0.8663,0.8361,0.8610,0.4139,0.9748,0.7499,22.55,20.83,31.18,24.85
"[21061,52430]_patch_6_7",0.6901,0.8367,0.8597,0.7955,0.8582,0.4937,0.9756,0.7758,17.73,21.46,30.73,23.31
"[21061,52430]_patch_6_8",0.5985,0.9008,0.8730,0.7908,0.7101,0.6148,0.9767,0.7672,17.93,23.95,30.94,24.28
"[21517,53870]_patch_0_0",0.7738,0.8140,0.8557,0.8145,0.8861,0.5342,0.9737,0.7980,21.09,20.73,30.41,24.07
"[21517,53870]_patch_0_1",0.8956,0.7505,0.8548,0.8336,0.9156,0.5747,0.9743,0.8216,22.55,19.76,29.90,24.07
"[21517,53870]_patch_0_2",0.9320,0.8345,0.8726,0.8797,0.8958,0.5900,0.9757,0.8205,24.28,21.85,30.43,25.52
"[21517,53870]_patch_0_3",0.8999,0.8523,0.8783,0.8768,0.9191,0.4287,0.9765,0.7748,24.40,22.47,31.11,26.00
"[21517,53870]_patch_0_4",0.8005,0.8763,0.8687,0.8485,0.9015,0.4361,0.9788,0.7721,20.82,22.92,30.51,24.75
"[21517,53870]_patch_0_5",0.6957,0.9440,0.8631,0.8343,0.8352,0.6380,0.9785,0.8172,18.82,27.19,30.11,25.37
"[21517,53870]_patch_0_6",0.7190,0.9153,0.8656,0.8333,0.8130,0.5103,0.9773,0.7669,20.35,24.56,30.45,25.12
"[21517,53870]_patch_0_7",0.7069,0.8661,0.8692,0.8141,0.8361,0.5137,0.9770,0.7756,20.22,22.42,30.21,24.28
"[21517,53870]_patch_0_8",0.6244,0.8470,0.8813,0.7843,0.8611,0.5434,0.9772,0.7939,19.06,21.94,30.92,23.97
"[21517,53870]_patch_1_0",0.7742,0.8477,0.8609,0.8276,0.9058,0.5409,0.9742,0.8070,19.50,22.42,30.63,24.18
"[21517,53870]_patch_1_1",0.8859,0.8642,0.8712,0.8738,0.9288,0.5156,0.9759,0.8068,21.83,21.08,31.16,24.69
"[21517,53870]_patch_1_2",0.9246,0.9426,0.8903,0.9192,0.8965,0.2634,0.9760,0.7120,24.54,25.30,32.51,27.45
"[21517,53870]_patch_1_3",0.8428,0.8887,0.8831,0.8715,0.8652,0.4133,0.9747,0.7511,22.51,24.16,31.84,26.17
"[21517,53870]_patch_1_4",0.7553,0.8736,0.8687,0.8325,0.8557,0.4892,0.9767,0.7739,20.16,23.37,30.55,24.69
"[21517,53870]_patch_1_5",0.7090,0.9207,0.8604,0.8300,0.8134,0.6194,0.9762,0.8030,19.03,25.69,30.20,24.98
"[21517,53870]_patch_1_6",0.6210,0.9419,0.8952,0.8194,0.7815,0.6273,0.9788,0.7959,20.26,27.16,31.89,26.44
"[21517,53870]_patch_1_7",0.5583,0.9426,0.9212,0.8074,0.7541,0.6004,0.9794,0.7780,18.98,25.58,32.97,25.84
"[21517,53870]_patch_1_8",0.5572,0.9121,0.8970,0.7887,0.8325,0.6515,0.9775,0.8205,17.45,23.62,31.50,24.19
"[21517,53870]_patch_2_0",0.8589,0.8830,0.8729,0.8716,0.9246,0.4609,0.9763,0.7873,20.65,23.80,31.33,25.26
"[21517,53870]_patch_2_1",0.9384,0.9104,0.8892,0.9127,0.9306,0.1976,0.9758,0.7014,25.06,21.61,32.61,26.43
"[21517,53870]_patch_2_2",0.9029,0.9302,0.8893,0.9074,0.1446,0.1445,0.9750,0.4214,21.87,25.27,32.58,26.57
"[21517,53870]_patch_2_3",0.8934,0.8951,0.8784,0.8890,0.7294,0.4094,0.9734,0.7041,26.20,24.28,31.61,27.36
"[21517,53870]_patch_2_4",0.8407,0.8465,0.8709,0.8527,0.7998,0.4963,0.9758,0.7573,22.89,22.29,30.70,25.29
"[21517,53870]_patch_2_5",0.7614,0.8657,0.8546,0.8272,0.8162,0.5345,0.9749,0.7752,20.41,22.53,29.84,24.26
"[21517,53870]_patch_2_6",0.6142,0.9261,0.8919,0.8107,0.7849,0.5603,0.9791,0.7748,19.81,25.26,31.45,25.50
"[21517,53870]_patch_2_7",0.5250,0.9270,0.9208,0.7909,0.7275,0.6596,0.9800,0.7890,17.74,24.69,32.39,24.94
"[21517,53870]_patch_2_8",0.5643,0.8806,0.8959,0.7803,0.8417,0.6290,0.9781,0.8162,16.88,22.34,31.57,23.60
"[21517,53870]_patch_3_0",0.9212,0.9305,0.8863,0.9127,0.9195,0.4838,0.9766,0.7933,25.35,25.27,32.36,27.66
"[21517,53870]_patch_3_1",0.8743,0.9341,0.8987,0.9024,0.0775,0.3352,0.9750,0.4625,21.86,24.86,33.44,26.72
"[21517,53870]_patch_3_2",0.8886,0.9397,0.8986,0.9090,0.2322,0.2427,0.9752,0.4834,23.78,25.53,33.07,27.46
"[21517,53870]_patch_3_3",0.9393,0.9347,0.8912,0.9217,0.7110,0.3767,0.9750,0.6875,30.05,24.98,32.59,29.21
"[21517,53870]_patch_3_4",0.8998,0.8612,0.8792,0.8801,0.7986,0.5039,0.9759,0.7594,24.65,22.12,31.28,26.01
"[21517,53870]_patch_3_5",0.8121,0.8555,0.8598,0.8425,0.8572,0.5504,0.9744,0.7940,21.79,22.13,30.10,24.67
"[21517,53870]_patch_3_6",0.7036,0.8854,0.8656,0.8182,0.8201,0.5979,0.9753,0.7977,19.81,23.08,30.35,24.42
"[21517,53870]_patch_3_7",0.6423,0.8460,0.8770,0.7885,0.7912,0.6398,0.9768,0.8026,17.66,21.30,30.44,23.13
"[21517,53870]_patch_3_8",0.5999,0.8568,0.8822,0.7796,0.8540,0.6229,0.9777,0.8182,16.88,21.62,30.95,23.15
"[21517,53870]_patch_4_0",0.8435,0.9498,0.8917,0.8950,0.0908,0.5190,0.9732,0.5277,23.30,26.68,32.89,27.63
"[21517,53870]_patch_4_1",0.8470,0.9518,0.9053,0.9013,0.0461,0.4202,0.9722,0.4795,30.45,26.90,33.99,30.44
"[21517,53870]_patch_4_2",0.9080,0.9443,0.9038,0.9187,0.0081,0.3944,0.9727,0.4584,31.72,24.53,33.68,29.98
"[21517,53870]_patch_4_3",0.9076,0.9166,0.8870,0.9037,0.9208,0.4258,0.9743,0.7736,23.52,24.48,32.45,26.82
"[21517,53870]_patch_4_4",0.8117,0.8847,0.8666,0.8543,0.8752,0.5335,0.9753,0.7946,20.19,23.20,30.81,24.73
"[21517,53870]_patch_4_5",0.7402,0.8904,0.8629,0.8312,0.8279,0.5972,0.9745,0.7999,19.33,23.90,30.37,24.53
"[21517,53870]_patch_4_6",0.7231,0.8340,0.8686,0.8086,0.8089,0.5743,0.9731,0.7854,19.07,21.61,30.55,23.74
"[21517,53870]_patch_4_7",0.7134,0.7848,0.8554,0.7845,0.8272,0.5777,0.9714,0.7921,18.31,20.03,29.55,22.63
"[21517,53870]_patch_4_8",0.6784,0.8353,0.8666,0.7934,0.8810,0.5573,0.9726,0.8036,19.15,21.11,30.10,23.45
"[21517,53870]_patch_5_0",0.7669,0.9563,0.8974,0.8735,0.1149,0.5276,0.9731,0.5385,24.48,26.54,33.29,28.10
"[21517,53870]_patch_5_1",0.8255,0.9416,0.8923,0.8864,0.0549,0.3297,0.9702,0.4516,30.77,23.75,32.93,29.15
"[21517,53870]_patch_5_2",0.9203,0.9272,0.8872,0.9116,0.0194,0.3221,0.9719,0.4378,34.20,22.89,32.56,29.88
"[21517,53870]_patch_5_3",0.9177,0.9070,0.8826,0.9024,0.9245,0.4770,0.9745,0.7920,23.77,24.15,31.84,26.58
"[21517,53870]_patch_5_4",0.7929,0.9049,0.8621,0.8533,0.8588,0.5748,0.9756,0.8031,19.70,24.39,30.20,24.76
"[21517,53870]_patch_5_5",0.6940,0.9120,0.8656,0.8239,0.8015,0.5657,0.9751,0.7808,18.90,25.07,30.51,24.83
"[21517,53870]_patch_5_6",0.7056,0.8544,0.8700,0.8100,0.7757,0.5694,0.9735,0.7729,18.26,22.57,30.80,23.88
"[21517,53870]_patch_5_7",0.7592,0.8109,0.8625,0.8108,0.8254,0.6368,0.9713,0.8112,19.24,21.44,30.12,23.60
"[21517,53870]_patch_5_8",0.7380,0.8301,0.8645,0.8109,0.8992,0.6536,0.9715,0.8414,20.60,21.67,30.21,24.16
"[21517,53870]_patch_6_0",0.6590,0.9717,0.8977,0.8428,0.0650,0.5005,0.9705,0.5120,23.14,26.60,32.77,27.51
"[21517,53870]_patch_6_1",0.8317,0.9337,0.9056,0.8903,0.0224,0.4201,0.9731,0.4718,31.25,23.17,33.76,29.39
"[21517,53870]_patch_6_2",0.9337,0.9311,0.8978,0.9209,0.0040,0.3911,0.9741,0.4564,28.98,22.89,33.40,28.43
"[21517,53870]_patch_6_3",0.9229,0.9244,0.8924,0.9132,0.0197,0.5807,0.9731,0.5245,27.07,25.54,32.85,28.49
"[21517,53870]_patch_6_4",0.8482,0.9053,0.8709,0.8748,0.8928,0.6388,0.9752,0.8356,22.04,25.04,30.65,25.91
"[21517,53870]_patch_6_5",0.7343,0.9317,0.8742,0.8467,0.8483,0.5760,0.9756,0.7999,19.28,26.37,30.88,25.51
"[21517,53870]_patch_6_6",0.7525,0.8784,0.8745,0.8351,0.8295,0.5757,0.9746,0.7933,19.83,23.20,31.09,24.70
"[21517,53870]_patch_6_7",0.8050,0.8303,0.8710,0.8354,0.8576,0.6519,0.9733,0.8276,21.73,21.93,30.68,24.78
"[21517,53870]_patch_6_8",0.7786,0.8554,0.8755,0.8365,0.9160,0.7318,0.9730,0.8736,19.90,22.92,31.04,24.62
"[7941,48408]_patch_0_0",0.5344,0.9227,0.9217,0.7929,0.7766,0.5993,0.9776,0.7845,23.35,24.72,31.70,26.59
"[7941,48408]_patch_0_1",0.5622,0.9321,0.8790,0.7911,0.8092,0.6832,0.9752,0.8225,19.35,25.57,29.22,24.71
"[7941,48408]_patch_0_2",0.6310,0.9289,0.8550,0.8049,0.7840,0.6254,0.9735,0.7943,18.36,25.31,28.10,23.92
"[7941,48408]_patch_0_3",0.7192,0.9176,0.8632,0.8333,0.7184,0.5300,0.9773,0.7419,21.83,24.87,27.84,24.84
"[7941,48408]_patch_0_4",0.8123,0.8732,0.8663,0.8506,0.8545,0.5754,0.9798,0.8033,21.68,22.94,27.66,24.09
"[7941,48408]_patch_0_5",0.8945,0.8539,0.8728,0.8737,0.8923,0.5384,0.9793,0.8033,25.28,22.02,28.72,25.34
"[7941,48408]_patch_0_6",0.7678,0.8655,0.8850,0.8395,0.0148,0.4848,0.9792,0.4929,22.34,21.84,29.30,24.49
"[7941,48408]_patch_0_7",0.8756,0.8382,0.8764,0.8634,0.0249,0.5310,0.9798,0.5119,31.27,21.24,28.37,26.96
"[7941,48408]_patch_0_8",0.8064,0.8384,0.8461,0.8303,0.3843,0.5257,0.9762,0.6287,24.01,21.70,27.37,24.36
"[7941,48408]_patch_1_0",0.4521,0.8751,0.9056,0.7442,0.7286,0.4148,0.9729,0.7054,20.46,22.04,30.05,24.18
"[7941,48408]_patch_1_1",0.4919,0.9546,0.8925,0.7797,0.7412,0.5000,0.9743,0.7385,18.50,26.49,29.59,24.86
"[7941,48408]_patch_1_2",0.6687,0.9211,0.8634,0.8177,0.7959,0.5525,0.9736,0.7740,19.68,25.34,28.69,24.57
"[7941,48408]_patch_1_3",0.7544,0.8818,0.8503,0.8289,0.7688,0.5881,0.9742,0.7770,22.73,23.64,27.62,24.66
