filename,dapi_ssim,panck_ssim,cd3_ssim,average_ssim,dapi_pearson,panck_pearson,cd3_pearson,average_pearson,dapi_psnr,panck_psnr,cd3_psnr,average_psnr
"[7941,48408]_patch_1_4",0.7702,0.8480,0.8550,0.8244,0.8107,0.5995,0.9779,0.7961,20.98,21.76,27.26,23.33
"[7941,48408]_patch_1_5",0.8496,0.8635,0.8687,0.8606,0.8461,0.5683,0.9788,0.7977,23.01,22.19,28.26,24.49
"[7941,48408]_patch_1_6",0.8088,0.8697,0.8787,0.8524,0.0037,0.5562,0.9780,0.5127,24.26,22.37,29.00,25.21
"[7941,48408]_patch_1_7",0.8548,0.8150,0.8459,0.8386,0.3352,0.5499,0.9754,0.6202,24.71,20.69,27.41,24.27
"[7941,48408]_patch_1_8",0.5884,0.8561,0.8179,0.7541,0.2764,0.4939,0.9708,0.5804,19.11,21.81,26.62,22.51
"[7941,48408]_patch_2_0",0.5137,0.8214,0.8901,0.7417,0.6664,0.4117,0.9725,0.6835,19.01,20.85,30.04,23.30
"[7941,48408]_patch_2_1",0.5874,0.8854,0.8870,0.7866,0.7217,0.5028,0.9751,0.7332,19.22,22.67,29.57,23.82
"[7941,48408]_patch_2_2",0.7033,0.8843,0.8640,0.8172,0.7829,0.5400,0.9749,0.7659,20.53,23.37,28.16,24.02
"[7941,48408]_patch_2_3",0.7078,0.8847,0.8562,0.8162,0.7964,0.6120,0.9741,0.7942,20.05,23.58,27.91,23.85
"[7941,48408]_patch_2_4",0.7225,0.8676,0.8534,0.8145,0.7554,0.6234,0.9760,0.7850,20.81,22.19,27.36,23.46
"[7941,48408]_patch_2_5",0.8348,0.8655,0.8665,0.8556,0.8127,0.5654,0.9785,0.7855,22.72,22.32,27.72,24.26
"[7941,48408]_patch_2_6",0.9287,0.8417,0.8747,0.8817,0.8829,0.5287,0.9786,0.7967,31.67,22.28,28.42,27.45
"[7941,48408]_patch_2_7",0.8356,0.8095,0.8443,0.8298,0.2893,0.4932,0.9744,0.5856,23.82,21.11,27.32,24.08
"[7941,48408]_patch_2_8",0.5346,0.8603,0.8212,0.7387,0.2412,0.4506,0.9700,0.5539,19.08,21.97,26.84,22.63
"[7941,48408]_patch_3_0",0.5509,0.8648,0.8943,0.7700,0.7339,0.4548,0.9763,0.7217,18.53,22.42,29.69,23.55
"[7941,48408]_patch_3_1",0.6197,0.8562,0.8860,0.7873,0.7088,0.5127,0.9773,0.7329,18.64,21.93,29.10,23.22
"[7941,48408]_patch_3_2",0.6418,0.8908,0.8863,0.8063,0.7530,0.5142,0.9777,0.7483,19.99,23.31,29.12,24.14
"[7941,48408]_patch_3_3",0.6563,0.9029,0.8726,0.8106,0.7827,0.5039,0.9755,0.7540,19.69,23.37,28.71,23.92
"[7941,48408]_patch_3_4",0.7035,0.8814,0.8461,0.8103,0.7701,0.5696,0.9721,0.7706,20.55,22.42,27.33,23.43
"[7941,48408]_patch_3_5",0.8223,0.8478,0.8525,0.8409,0.8207,0.5298,0.9750,0.7752,23.29,21.95,27.03,24.09
"[7941,48408]_patch_3_6",0.9343,0.8208,0.8669,0.8740,0.8969,0.4834,0.9787,0.7864,29.09,21.84,27.77,26.24
"[7941,48408]_patch_3_7",0.8944,0.7819,0.8513,0.8426,0.2778,0.5628,0.9759,0.6055,26.48,20.49,27.49,24.82
"[7941,48408]_patch_3_8",0.7360,0.7796,0.8308,0.7822,0.3760,0.5300,0.9727,0.6262,22.99,19.93,26.68,23.20
"[7941,48408]_patch_4_0",0.5158,0.8268,0.8684,0.7370,0.7371,0.4654,0.9762,0.7262,17.46,21.11,27.82,22.13
"[7941,48408]_patch_4_1",0.5428,0.8864,0.8946,0.7746,0.6617,0.5081,0.9777,0.7158,18.64,23.08,29.62,23.78
"[7941,48408]_patch_4_2",0.5129,0.9375,0.9117,0.7874,0.6462,0.5387,0.9784,0.7211,18.13,25.80,31.08,25.00
"[7941,48408]_patch_4_3",0.6628,0.8790,0.8709,0.8043,0.7787,0.4691,0.9751,0.7409,19.91,22.61,28.69,23.74
"[7941,48408]_patch_4_4",0.7311,0.8427,0.8350,0.8029,0.7868,0.4839,0.9690,0.7465,21.83,21.41,27.18,23.48
"[7941,48408]_patch_4_5",0.7904,0.8023,0.8418,0.8115,0.8010,0.4508,0.9729,0.7416,22.45,20.55,26.78,23.26
"[7941,48408]_patch_4_6",0.9398,0.7699,0.8554,0.8550,0.8750,0.4372,0.9771,0.7631,26.84,20.20,27.34,24.79
"[7941,48408]_patch_4_7",0.9597,0.7590,0.8571,0.8586,0.2055,0.5694,0.9763,0.5837,32.87,19.99,28.18,27.01
"[7941,48408]_patch_4_8",0.9143,0.7455,0.8497,0.8365,0.6560,0.5216,0.9758,0.7178,27.16,19.49,27.72,24.79
"[7941,48408]_patch_5_0",0.5079,0.8384,0.8806,0.7423,0.7009,0.4722,0.9780,0.7170,16.76,22.14,28.55,22.48
"[7941,48408]_patch_5_1",0.5733,0.8759,0.8794,0.7762,0.6862,0.5490,0.9769,0.7374,18.94,22.73,28.50,23.39
"[7941,48408]_patch_5_2",0.6049,0.8978,0.8769,0.7932,0.6958,0.6051,0.9759,0.7590,19.68,23.77,28.75,24.07
"[7941,48408]_patch_5_3",0.6865,0.8751,0.8682,0.8099,0.7910,0.4921,0.9743,0.7525,21.40,22.60,28.33,24.11
"[7941,48408]_patch_5_4",0.7305,0.8455,0.8540,0.8100,0.8048,0.5485,0.9727,0.7753,22.11,21.76,27.74,23.87
"[7941,48408]_patch_5_5",0.8267,0.7641,0.8490,0.8132,0.8198,0.5178,0.9750,0.7709,23.12,19.85,26.91,23.29
"[7941,48408]_patch_5_6",0.9178,0.7320,0.8536,0.8345,0.8298,0.4564,0.9762,0.7542,23.91,19.41,27.46,23.59
"[7941,48408]_patch_5_7",0.8395,0.8187,0.8462,0.8348,0.8746,0.5482,0.9725,0.7984,22.87,21.36,28.33,24.19
"[7941,48408]_patch_5_8",0.7489,0.8515,0.8463,0.8156,0.8339,0.5935,0.9720,0.7998,20.07,22.28,28.13,23.49
"[7941,48408]_patch_6_0",0.5266,0.8857,0.8886,0.7670,0.7053,0.3797,0.9777,0.6876,18.06,23.99,29.67,23.91
"[7941,48408]_patch_6_1",0.6480,0.8692,0.8653,0.7942,0.7699,0.4868,0.9745,0.7437,19.55,22.57,28.34,23.49
"[7941,48408]_patch_6_2",0.6801,0.8766,0.8556,0.8041,0.7572,0.5396,0.9721,0.7563,21.21,23.05,28.01,24.09
"[7941,48408]_patch_6_3",0.6589,0.9043,0.8721,0.8117,0.7408,0.4719,0.9728,0.7285,21.49,23.82,28.78,24.70
"[7941,48408]_patch_6_4",0.7616,0.8588,0.8625,0.8276,0.8320,0.5587,0.9720,0.7875,23.25,22.28,28.43,24.65
"[7941,48408]_patch_6_5",0.8971,0.7301,0.8493,0.8255,0.8622,0.5620,0.9747,0.7997,26.23,19.27,26.60,24.03
"[7941,48408]_patch_6_6",0.8372,0.7488,0.8555,0.8138,0.8635,0.5281,0.9768,0.7895,22.29,19.58,27.19,23.02
"[7941,48408]_patch_6_7",0.6517,0.8920,0.8379,0.7939,0.8373,0.6045,0.9683,0.8034,20.07,24.10,28.57,24.25
"[7941,48408]_patch_6_8",0.5670,0.9170,0.8202,0.7681,0.7464,0.7348,0.9647,0.8153,18.99,24.87,27.76,23.88
"[8047,49901]_patch_0_0",0.3513,0.8666,0.9034,0.7071,0.4886,0.4417,0.9772,0.6358,15.47,23.19,29.90,22.85
"[8047,49901]_patch_0_1",0.4112,0.9414,0.8992,0.7506,0.6239,0.5035,0.9758,0.7011,15.57,27.22,29.87,24.22
"[8047,49901]_patch_0_2",0.4687,0.9368,0.8746,0.7600,0.6888,0.6083,0.9741,0.7571,16.54,27.46,28.21,24.07
"[8047,49901]_patch_0_3",0.5355,0.8491,0.8354,0.7400,0.7290,0.5086,0.9677,0.7351,18.41,21.81,26.92,22.38
"[8047,49901]_patch_0_4",0.6232,0.8111,0.8119,0.7487,0.7719,0.5712,0.9625,0.7685,19.79,20.73,26.07,22.20
"[8047,49901]_patch_0_5",0.5929,0.8836,0.7810,0.7525,0.7627,0.6543,0.9577,0.7916,18.69,23.41,23.78,21.96
"[8047,49901]_patch_0_6",0.5069,0.9141,0.7863,0.7358,0.7111,0.6419,0.9596,0.7709,17.66,24.68,23.44,21.93
"[8047,49901]_patch_0_7",0.4991,0.9022,0.8121,0.7378,0.7527,0.6685,0.9601,0.7938,18.66,25.00,25.89,23.18
"[8047,49901]_patch_0_8",0.5203,0.9253,0.7858,0.7438,0.7181,0.7553,0.9516,0.8083,19.23,26.91,24.60,23.58
"[8047,49901]_patch_1_0",0.3975,0.9254,0.9386,0.7538,0.5931,0.2882,0.9797,0.6203,14.84,25.82,32.12,24.26
"[8047,49901]_patch_1_1",0.3721,0.8809,0.8770,0.7100,0.6531,0.4155,0.9745,0.6810,13.75,24.34,28.54,22.21
"[8047,49901]_patch_1_2",0.5194,0.8749,0.8386,0.7443,0.7821,0.5013,0.9701,0.7512,16.70,23.91,26.97,22.52
"[8047,49901]_patch_1_3",0.5070,0.8682,0.8189,0.7314,0.7633,0.5153,0.9665,0.7484,17.39,23.68,26.48,22.51
"[8047,49901]_patch_1_4",0.4874,0.8190,0.8173,0.7079,0.7362,0.6045,0.9654,0.7687,17.97,21.46,26.39,21.94
"[8047,49901]_patch_1_5",0.5047,0.8499,0.7949,0.7165,0.7092,0.6277,0.9596,0.7655,17.43,21.88,24.93,21.41
"[8047,49901]_patch_1_6",0.5109,0.9110,0.7756,0.7325,0.7082,0.6280,0.9561,0.7641,17.66,25.42,23.67,22.25
"[8047,49901]_patch_1_7",0.4888,0.9108,0.7775,0.7257,0.7337,0.6267,0.9544,0.7716,18.00,25.84,24.13,22.65
"[8047,49901]_patch_1_8",0.4768,0.9304,0.7737,0.7270,0.7211,0.6478,0.9477,0.7722,17.97,26.84,24.29,23.04
"[8047,49901]_patch_2_0",0.4642,0.9497,0.9616,0.7918,0.6473,0.3201,0.9806,0.6493,15.67,27.01,33.75,25.48
"[8047,49901]_patch_2_1",0.3648,0.8771,0.8830,0.7083,0.7464,0.3397,0.9748,0.6870,12.64,24.21,28.42,21.76
"[8047,49901]_patch_2_2",0.4745,0.7946,0.8226,0.6972,0.8307,0.3888,0.9694,0.7296,14.66,21.02,25.95,20.54
"[8047,49901]_patch_2_3",0.5084,0.7812,0.8161,0.7019,0.7967,0.5240,0.9690,0.7632,16.58,20.79,25.85,21.07
"[8047,49901]_patch_2_4",0.4166,0.7807,0.8165,0.6713,0.7555,0.6344,0.9666,0.7855,16.14,20.84,26.39,21.13
"[8047,49901]_patch_2_5",0.4455,0.8217,0.8024,0.6899,0.7309,0.6133,0.9592,0.7678,16.85,21.75,25.63,21.41
"[8047,49901]_patch_2_6",0.4927,0.8850,0.7943,0.7240,0.7416,0.4724,0.9574,0.7238,18.17,25.80,24.94,22.97
"[8047,49901]_patch_2_7",0.4276,0.8800,0.7866,0.6981,0.6580,0.5384,0.9594,0.7186,16.79,25.92,24.46,22.39
"[8047,49901]_patch_2_8",0.4565,0.9255,0.7745,0.7188,0.6778,0.5390,0.9529,0.7232,17.65,27.53,23.89,23.02
"[8047,49901]_patch_3_0",0.5319,0.9891,0.9877,0.8362,0.6450,0.1062,0.9785,0.5766,20.43,27.73,37.63,28.60
"[8047,49901]_patch_3_1",0.4648,0.9672,0.9553,0.7958,0.8329,0.1896,0.9781,0.6669,14.72,30.73,33.77,26.41
"[8047,49901]_patch_3_2",0.4548,0.8487,0.8990,0.7341,0.8477,0.4783,0.9768,0.7676,14.04,22.25,28.93,21.74
"[8047,49901]_patch_3_3",0.4326,0.7384,0.8646,0.6785,0.7387,0.5707,0.9742,0.7612,14.83,19.72,27.56,20.70
"[8047,49901]_patch_3_4",0.3872,0.7423,0.8493,0.6596,0.6638,0.6253,0.9689,0.7526,15.39,20.43,27.97,21.26
"[8047,49901]_patch_3_5",0.4355,0.7751,0.8221,0.6776,0.7134,0.6020,0.9620,0.7591,17.36,22.42,26.85,22.21
"[8047,49901]_patch_3_6",0.4686,0.8280,0.7966,0.6978,0.6801,0.5464,0.9578,0.7281,18.22,24.59,26.21,23.00
"[8047,49901]_patch_3_7",0.3826,0.8522,0.7812,0.6720,0.5866,0.5342,0.9615,0.6941,16.81,24.64,24.87,22.11
"[8047,49901]_patch_3_8",0.3700,0.8862,0.7829,0.6797,0.5756,0.5925,0.9621,0.7101,15.66,25.61,23.86,21.71
"[8047,49901]_patch_4_0",0.0000,nan,0.9558,nan,0.0013,1.0000,0.1800,0.3938,-5.60,nan,35.22,nan
"[8047,49901]_patch_4_1",0.5552,0.9991,0.9933,0.8492,0.8950,0.0655,0.9749,0.6452,24.51,42.35,41.11,35.99
"[8047,49901]_patch_4_2",0.5255,0.9722,0.9744,0.8240,0.8509,0.6164,0.9794,0.8156,18.04,30.12,35.39,27.85
"[8047,49901]_patch_4_3",0.4812,0.8844,0.9482,0.7712,0.7394,0.5559,0.9782,0.7578,16.87,22.95,32.07,23.96
"[8047,49901]_patch_4_4",0.4635,0.8511,0.9273,0.7473,0.6384,0.5316,0.9712,0.7137,17.90,22.84,30.96,23.90
"[8047,49901]_patch_4_5",0.4183,0.8331,0.8858,0.7124,0.6644,0.4895,0.9695,0.7078,18.09,24.37,29.23,23.90
"[8047,49901]_patch_4_6",0.3890,0.8214,0.8146,0.6750,0.6096,0.4720,0.9629,0.6815,16.95,23.73,27.24,22.64
"[8047,49901]_patch_4_7",0.3470,0.8415,0.7884,0.6590,0.5375,0.4928,0.9612,0.6638,16.78,23.38,26.27,22.14
"[8047,49901]_patch_4_8",0.2617,0.8340,0.8057,0.6338,0.4176,0.5195,0.9687,0.6352,15.22,23.58,25.77,21.52
"[8047,49901]_patch_5_0",0.0016,nan,nan,nan,-0.0031,1.0000,0.0116,0.3362,15.21,nan,-inf,nan
"[8047,49901]_patch_5_1",0.0000,0.9996,nan,nan,-0.0009,-0.0000,0.0071,0.0021,-inf,39.88,-inf,-inf
"[8047,49901]_patch_5_2",nan,0.9996,nan,nan,-0.0009,-0.0000,0.0072,0.0021,-inf,39.88,-inf,-inf
"[8047,49901]_patch_5_3",0.0729,0.9996,0.9877,0.6867,0.1863,-0.0000,0.6469,0.2777,26.61,38.91,41.47,35.66
"[8047,49901]_patch_5_4",0.5386,0.9928,0.9884,0.8399,0.5673,0.0897,0.9137,0.5236,26.66,28.75,40.73,32.05
"[8047,49901]_patch_5_5",0.4885,0.9658,0.9705,0.8083,0.5524,0.4489,0.9693,0.6569,22.14,31.92,35.51,29.85
"[8047,49901]_patch_5_6",0.3612,0.8537,0.8791,0.6980,0.6314,0.4415,0.9693,0.6807,17.57,23.04,29.32,23.31
"[8047,49901]_patch_5_7",0.3670,0.7886,0.8061,0.6539,0.5960,0.4597,0.9652,0.6736,17.17,21.86,26.97,22.00
"[8047,49901]_patch_5_8",0.3290,0.7875,0.8116,0.6427,0.5826,0.4684,0.9685,0.6732,16.94,22.81,26.98,22.25
"[8047,49901]_patch_6_0",0.0016,nan,nan,nan,-0.0033,1.0000,0.0116,0.3361,15.21,nan,-inf,nan
"[8047,49901]_patch_6_1",0.0000,0.9996,nan,nan,-0.0008,-0.0000,0.0071,0.0021,-inf,39.88,-inf,-inf
"[8047,49901]_patch_6_2",0.0000,0.9996,0.9323,0.6440,-0.0009,-0.0000,0.0876,0.0289,-inf,39.88,29.44,-inf
"[8047,49901]_patch_6_3",0.0000,0.9998,0.9323,0.6440,-0.0015,-0.0000,0.0797,0.0260,0.65,44.40,29.45,24.84
"[8047,49901]_patch_6_4",0.0000,0.9998,nan,nan,0.0056,-0.0000,0.0069,0.0042,6.56,44.40,-inf,-inf
"[8047,49901]_patch_6_5",0.4504,0.9996,0.9914,0.8138,0.8049,-0.0000,0.8826,0.5625,29.68,41.81,43.52,38.34
"[8047,49901]_patch_6_6",0.4263,0.9337,0.9540,0.7713,0.7335,0.5025,0.9762,0.7374,20.47,25.39,33.35,26.41
"[8047,49901]_patch_6_7",0.4071,0.8365,0.8709,0.7048,0.6565,0.4754,0.9737,0.7019,17.78,23.02,28.91,23.24
"[8047,49901]_patch_6_8",0.3800,0.7812,0.8269,0.6627,0.5975,0.5047,0.9712,0.6911,16.18,22.86,27.57,22.20
"[8187,46863]_patch_0_0",nan,0.9995,0.9511,nan,-0.0009,-0.0000,0.4852,0.1614,-inf,39.46,36.51,-inf
"[8187,46863]_patch_0_1",0.0000,0.9999,nan,nan,-0.0008,-0.0000,0.0071,0.0021,-inf,46.87,-inf,-inf
"[8187,46863]_patch_0_2",0.3919,0.9896,0.9815,0.7877,0.8458,0.5990,0.9774,0.8074,25.48,32.18,38.19,31.95
"[8187,46863]_patch_0_3",0.4195,0.9361,0.9333,0.7630,0.8230,0.5871,0.9781,0.7961,21.04,25.28,32.61,26.31
"[8187,46863]_patch_0_4",0.4720,0.9155,0.9102,0.7659,0.8066,0.5814,0.9785,0.7888,20.29,24.37,31.62,25.43
"[8187,46863]_patch_0_5",0.5382,0.9470,0.9040,0.7964,0.7856,0.5326,0.9779,0.7654,19.67,27.04,31.59,26.10
"[8187,46863]_patch_0_6",0.6201,0.9510,0.8799,0.8170,0.7439,0.3920,0.9768,0.7042,20.26,27.32,30.82,26.14
"[8187,46863]_patch_0_7",0.7388,0.8680,0.8827,0.8298,0.8213,0.5819,0.9765,0.7932,22.81,23.27,31.68,25.92
"[8187,46863]_patch_0_8",0.8115,0.8420,0.8757,0.8431,0.8628,0.6232,0.9763,0.8208,23.72,22.44,30.88,25.68
"[8187,46863]_patch_1_0",nan,0.9995,0.9513,nan,-0.0009,-0.0000,0.4684,0.1558,-inf,39.46,36.32,-inf
"[8187,46863]_patch_1_1",0.3968,0.9985,0.9914,0.7956,0.9338,-0.0002,0.9829,0.6388,29.59,37.63,41.61,36.28
"[8187,46863]_patch_1_2",0.4315,0.9525,0.9382,0.7741,0.8663,0.4501,0.9775,0.7646,21.73,25.96,33.47,27.05
"[8187,46863]_patch_1_3",0.5346,0.8359,0.8706,0.7470,0.8040,0.4944,0.9736,0.7573,19.25,20.72,30.52,23.50
"[8187,46863]_patch_1_4",0.6820,0.8106,0.8488,0.7805,0.7869,0.5309,0.9719,0.7632,21.36,20.60,29.73,23.90
"[8187,46863]_patch_1_5",0.7308,0.8917,0.8569,0.8265,0.7850,0.5508,0.9744,0.7701,22.61,23.96,29.43,25.33
"[8187,46863]_patch_1_6",0.7257,0.9219,0.8694,0.8390,0.7532,0.5195,0.9772,0.7499,22.60,25.48,29.93,26.00
"[8187,46863]_patch_1_7",0.7490,0.8914,0.8579,0.8328,0.8016,0.5888,0.9767,0.7890,23.30,23.80,29.69,25.60
"[8187,46863]_patch_1_8",0.8068,0.8831,0.8618,0.8506,0.8346,0.6113,0.9766,0.8075,22.49,23.35,30.26,25.37
"[8187,46863]_patch_2_0",0.3919,0.9901,0.9910,0.7910,0.8535,0.4399,0.9796,0.7577,28.23,32.58,42.71,34.51
"[8187,46863]_patch_2_1",0.4154,0.9339,0.9460,0.7651,0.8220,0.5655,0.9809,0.7895,22.06,26.13,34.27,27.49
"[8187,46863]_patch_2_2",0.5106,0.8843,0.8944,0.7631,0.8196,0.5191,0.9769,0.7719,20.73,22.86,31.25,24.95
"[8187,46863]_patch_2_3",0.6587,0.8331,0.8710,0.7876,0.8203,0.5150,0.9757,0.7703,21.34,20.79,30.21,24.11
"[8187,46863]_patch_2_4",0.7900,0.8074,0.8651,0.8208,0.8314,0.5379,0.9748,0.7814,22.70,20.63,30.23,24.52
"[8187,46863]_patch_2_5",0.8231,0.8808,0.8606,0.8548,0.7999,0.5718,0.9756,0.7824,23.41,23.43,30.00,25.61
"[8187,46863]_patch_2_6",0.7406,0.9081,0.8649,0.8379,0.7747,0.5599,0.9767,0.7704,21.03,24.82,30.15,25.33
"[8187,46863]_patch_2_7",0.7787,0.8834,0.8621,0.8414,0.7958,0.5708,0.9756,0.7808,21.04,23.67,30.34,25.02
"[8187,46863]_patch_2_8",0.8211,0.8928,0.8664,0.8601,0.8229,0.5611,0.9768,0.7869,22.18,23.71,30.95,25.61
"[8187,46863]_patch_3_0",0.5343,0.9746,0.9720,0.8269,0.8678,0.4854,0.9813,0.7782,25.10,29.65,37.63,30.79
"[8187,46863]_patch_3_1",0.5488,0.9033,0.9089,0.7870,0.7962,0.5089,0.9786,0.7612,22.49,24.18,32.32,26.33
"[8187,46863]_patch_3_2",0.5802,0.8850,0.8829,0.7827,0.7883,0.5332,0.9763,0.7659,20.35,23.45,31.03,24.94
"[8187,46863]_patch_3_3",0.6513,0.8938,0.8931,0.8127,0.7758,0.5787,0.9783,0.7776,20.77,23.60,31.27,25.21
"[8187,46863]_patch_3_4",0.7285,0.8728,0.8864,0.8292,0.8057,0.5664,0.9783,0.7835,20.89,22.87,31.30,25.02
"[8187,46863]_patch_3_5",0.8053,0.8753,0.8709,0.8505,0.8074,0.5886,0.9772,0.7910,21.32,22.96,30.53,24.94
"[8187,46863]_patch_3_6",0.8119,0.8881,0.8692,0.8564,0.8233,0.5918,0.9767,0.7973,22.23,23.68,30.63,25.51
"[8187,46863]_patch_3_7",0.8037,0.9112,0.8875,0.8675,0.8311,0.5795,0.9761,0.7956,22.72,24.70,32.00,26.47
"[8187,46863]_patch_3_8",0.7055,0.9479,0.9042,0.8525,0.7157,0.6054,0.9757,0.7656,25.62,26.81,33.49,28.64
"[8187,46863]_patch_4_0",0.4998,0.7797,0.9025,0.7273,0.7492,0.4798,0.9780,0.7356,22.77,18.72,31.41,24.30
"[8187,46863]_patch_4_1",0.5859,0.8531,0.8898,0.7763,0.7836,0.4386,0.9772,0.7331,22.25,21.06,31.35,24.89
"[8187,46863]_patch_4_2",0.6535,0.9209,0.8890,0.8211,0.7981,0.4490,0.9764,0.7412,20.92,25.28,31.63,25.94
"[8187,46863]_patch_4_3",0.6798,0.9280,0.8903,0.8327,0.7455,0.4793,0.9768,0.7339,20.94,25.99,31.97,26.30
"[8187,46863]_patch_4_4",0.6685,0.9212,0.8933,0.8277,0.7663,0.5332,0.9785,0.7593,19.94,23.95,32.13,25.34
"[8187,46863]_patch_4_5",0.7563,0.8745,0.8818,0.8375,0.8538,0.5493,0.9777,0.7936,19.46,22.89,31.17,24.51
"[8187,46863]_patch_4_6",0.8670,0.8981,0.8852,0.8834,0.9009,0.5687,0.9764,0.8153,22.09,24.31,31.70,26.04
"[8187,46863]_patch_4_7",0.6358,0.9584,0.8993,0.8312,0.0347,0.6376,0.9708,0.5477,25.43,29.58,33.02,29.34
"[8187,46863]_patch_4_8",0.3315,0.9748,0.9353,0.7472,0.0138,0.6337,0.9689,0.5388,18.27,32.07,36.79,29.04
"[8187,46863]_patch_5_0",0.5211,0.6812,0.8497,0.6840,0.7397,0.4940,0.9738,0.7358,19.98,17.47,29.53,22.33
"[8187,46863]_patch_5_1",0.6789,0.7516,0.8640,0.7648,0.7565,0.4536,0.9762,0.7288,22.14,19.12,30.05,23.77
"[8187,46863]_patch_5_2",0.7636,0.8753,0.8799,0.8396,0.8265,0.4346,0.9780,0.7463,21.60,23.29,30.88,25.25
"[8187,46863]_patch_5_3",0.7514,0.9239,0.8709,0.8487,0.7888,0.4948,0.9768,0.7534,20.91,25.71,30.81,25.81
"[8187,46863]_patch_5_4",0.7267,0.9112,0.8771,0.8383,0.7825,0.5685,0.9783,0.7765,18.36,24.12,31.16,24.55
"[8187,46863]_patch_5_5",0.7635,0.8848,0.8890,0.8458,0.8584,0.5138,0.9795,0.7839,18.12,22.95,31.62,24.23
"[8187,46863]_patch_5_6",0.7526,0.9389,0.9055,0.8657,0.8890,0.5007,0.9774,0.7890,22.14,26.12,32.97,27.08
"[8187,46863]_patch_5_7",0.3986,0.9691,0.9175,0.7617,0.0353,0.5679,0.9676,0.5236,20.23,30.55,34.11,28.30
"[8187,46863]_patch_5_8",0.2310,0.9788,0.9501,0.7200,-0.0188,0.5614,0.9644,0.5023,21.07,33.37,38.21,30.88
"[8187,46863]_patch_6_0",0.7211,0.7886,0.8699,0.7932,0.8248,0.5592,0.9760,0.7867,20.94,20.32,30.36,23.87
"[8187,46863]_patch_6_1",0.8510,0.7916,0.8742,0.8389,0.8225,0.5003,0.9772,0.7666,23.90,20.49,30.40,24.93
"[8187,46863]_patch_6_2",0.8710,0.8447,0.8705,0.8621,0.8247,0.4543,0.9768,0.7519,23.32,22.24,30.41,25.32
"[8187,46863]_patch_6_3",0.8512,0.8701,0.8628,0.8614,0.8189,0.5364,0.9758,0.7771,22.40,23.08,30.25,25.25
"[8187,46863]_patch_6_4",0.8372,0.8947,0.8832,0.8717,0.7970,0.5714,0.9794,0.7826,20.15,23.70,31.29,25.05
"[8187,46863]_patch_6_5",0.7626,0.9317,0.9062,0.8669,0.8129,0.5434,0.9797,0.7787,21.46,25.56,32.99,26.67
"[8187,46863]_patch_6_6",0.5804,0.9621,0.9242,0.8222,0.1329,0.5139,0.9741,0.5403,28.01,27.36,34.96,30.11
"[8187,46863]_patch_6_7",0.2596,0.9680,0.9366,0.7214,0.0747,0.4755,0.9684,0.5062,18.54,29.81,35.95,28.10
"[8187,46863]_patch_6_8",0.2024,0.9725,0.9517,0.7089,0.0533,0.5140,0.9665,0.5112,20.67,30.74,37.83,29.75
"[8942,53607]_patch_0_0",0.0012,0.9989,nan,nan,0.0500,-0.0000,0.0077,0.0192,14.58,37.28,-inf,-inf
"[8942,53607]_patch_0_1",0.0049,nan,0.9910,nan,0.0125,1.0000,0.9449,0.6525,11.62,nan,41.28,nan
"[8942,53607]_patch_0_2",0.0507,nan,0.9912,nan,0.0125,1.0000,0.9443,0.6523,26.07,nan,41.36,nan
"[8942,53607]_patch_0_3",0.3646,0.9886,0.9872,0.7801,0.2568,0.7092,0.9652,0.6437,23.04,32.66,37.69,31.13
"[8942,53607]_patch_0_4",0.5441,0.9810,0.9750,0.8334,0.7164,0.6441,0.9579,0.7728,23.52,30.79,34.76,29.69
"[8942,53607]_patch_0_5",0.5052,0.9734,0.9368,0.8052,0.8059,0.3444,0.9656,0.7053,20.18,31.45,32.48,28.04
"[8942,53607]_patch_0_6",0.4786,0.8633,0.8763,0.7394,0.7140,0.6552,0.9740,0.7811,18.98,22.31,29.89,23.73
"[8942,53607]_patch_0_7",0.4696,0.8317,0.8135,0.7049,0.7179,0.6381,0.9666,0.7742,15.68,21.47,27.57,21.57
"[8942,53607]_patch_0_8",0.4946,0.9248,0.7918,0.7371,0.6975,0.6168,0.9544,0.7562,15.54,25.83,27.22,22.86
"[8942,53607]_patch_1_0",0.5025,0.9651,0.9702,0.8126,0.4774,0.3936,0.9702,0.6137,20.50,28.80,35.38,28.23
"[8942,53607]_patch_1_1",0.5038,0.9610,0.9777,0.8142,0.1161,0.2793,0.9725,0.4560,20.61,27.37,36.69,28.23
"[8942,53607]_patch_1_2",0.4685,0.9358,0.9574,0.7873,0.2604,0.4003,0.9777,0.5461,18.85,27.44,33.56,26.62
"[8942,53607]_patch_1_3",0.3636,0.8710,0.9113,0.7153,0.4467,0.4526,0.9759,0.6251,15.99,25.24,30.57,23.93
"[8942,53607]_patch_1_4",0.4224,0.8521,0.9111,0.7285,0.4688,0.4865,0.9754,0.6436,18.21,24.12,31.29,24.54
"[8942,53607]_patch_1_5",0.4415,0.8900,0.8990,0.7435,0.5237,0.5376,0.9745,0.6786,19.67,24.80,30.79,25.09
"[8942,53607]_patch_1_6",0.4826,0.8895,0.8472,0.7397,0.6650,0.6491,0.9704,0.7615,17.93,23.64,29.09,23.55
"[8942,53607]_patch_1_7",0.5587,0.8732,0.8052,0.7457,0.7349,0.6487,0.9606,0.7814,17.07,22.70,27.63,22.47
