filename,dapi_ssim,panck_ssim,cd3_ssim,average_ssim,dapi_pearson,panck_pearson,cd3_pearson,average_pearson,dapi_psnr,panck_psnr,cd3_psnr,average_psnr
"[8047,49901]_patch_3_2",0.4864,0.3806,0.7072,0.5247,0.6142,0.2371,0.9624,0.6046,11.98,10.07,23.00,15.02
"[8047,49901]_patch_3_3",0.3433,0.2360,0.7107,0.4300,0.3153,0.2833,0.9546,0.5178,11.15,10.08,21.32,14.18
"[8047,49901]_patch_3_4",0.3508,0.1997,0.6960,0.4155,0.3585,0.1852,0.9435,0.4957,12.21,9.87,19.21,13.76
"[8047,49901]_patch_3_5",0.3614,0.7655,0.7094,0.6121,0.4984,0.1766,0.9420,0.5390,12.17,19.57,20.40,17.38
"[8047,49901]_patch_3_6",0.3174,0.8100,0.7098,0.6124,0.4853,0.2533,0.9351,0.5579,12.17,20.59,19.49,17.42
"[8047,49901]_patch_3_7",0.2529,0.8243,0.6876,0.5883,0.3138,0.1771,0.9350,0.4753,12.23,20.93,17.70,16.95
"[8047,49901]_patch_3_8",0.2823,0.8523,0.6911,0.6086,0.3037,0.1274,0.9341,0.4551,12.81,21.04,16.26,16.70
"[8047,49901]_patch_4_0",0.9913,nan,0.9992,nan,0.0048,1.0000,0.8888,0.6312,29.21,nan,46.38,nan
"[8047,49901]_patch_4_1",0.8831,0.9713,0.9252,0.9265,0.8509,0.0935,0.9682,0.6375,27.38,23.86,34.23,28.49
"[8047,49901]_patch_4_2",0.8573,0.8173,0.9078,0.8608,0.7052,0.3255,0.9653,0.6653,17.59,14.82,29.46,20.63
"[8047,49901]_patch_4_3",0.7006,0.6654,0.6808,0.6822,0.4702,0.5177,0.9628,0.6502,13.93,13.89,26.85,18.23
"[8047,49901]_patch_4_4",0.6140,0.5925,0.6742,0.6269,0.4989,0.4827,0.9435,0.6417,14.71,13.89,24.83,17.81
"[8047,49901]_patch_4_5",0.4442,0.4519,0.8246,0.5736,0.5120,0.2377,0.9530,0.5676,13.71,11.33,24.19,16.41
"[8047,49901]_patch_4_6",0.3051,0.8170,0.7447,0.6223,0.4702,0.2380,0.9434,0.5505,12.23,21.30,19.63,17.72
"[8047,49901]_patch_4_7",0.3095,0.8262,0.6859,0.6072,0.3929,0.1513,0.9349,0.4931,12.91,19.49,17.46,16.62
"[8047,49901]_patch_4_8",0.2637,0.8299,0.6997,0.5978,0.3425,0.0882,0.9433,0.4580,13.74,21.41,19.47,18.21
"[8047,49901]_patch_5_0",0.6056,nan,nan,nan,0.0103,1.0000,1.0000,0.6701,17.03,nan,nan,nan
"[8047,49901]_patch_5_1",0.9995,0.5717,nan,nan,-0.0000,0.2082,1.0000,0.4027,36.11,24.30,nan,nan
"[8047,49901]_patch_5_2",0.9992,0.7025,nan,nan,-0.0001,0.2693,1.0000,0.4231,34.96,29.32,nan,nan
"[8047,49901]_patch_5_3",0.9126,0.8458,0.9981,0.9189,0.6075,0.2719,0.7454,0.5416,38.40,28.38,42.51,36.43
"[8047,49901]_patch_5_4",0.9079,0.9414,0.9971,0.9488,0.3598,0.2994,0.9600,0.5397,26.29,27.50,44.37,32.72
"[8047,49901]_patch_5_5",0.7552,0.7669,0.9041,0.8087,0.5064,0.3453,0.9578,0.6032,16.97,15.69,30.92,21.19
"[8047,49901]_patch_5_6",0.4978,0.4441,0.8170,0.5863,0.4949,0.2385,0.9515,0.5616,14.64,12.28,24.96,17.30
"[8047,49901]_patch_5_7",0.2953,0.7955,0.6687,0.5865,0.3457,0.1184,0.9429,0.4690,13.46,20.17,22.53,18.72
"[8047,49901]_patch_5_8",0.2319,0.7861,0.6792,0.5657,0.3439,0.0830,0.9478,0.4582,14.08,20.13,23.56,19.26
"[8047,49901]_patch_6_0",0.6061,nan,nan,nan,0.0122,1.0000,1.0000,0.6707,17.03,nan,nan,nan
"[8047,49901]_patch_6_1",nan,0.5917,nan,nan,1.0000,0.1671,1.0000,0.7224,nan,23.62,nan,nan
"[8047,49901]_patch_6_2",0.9998,0.7743,0.9186,0.8976,-0.0000,0.3250,0.2042,0.1764,42.08,31.74,12.04,28.62
"[8047,49901]_patch_6_3",0.9957,0.5345,0.9192,0.8165,-0.0008,0.0340,0.1544,0.0625,35.35,20.63,12.03,22.67
"[8047,49901]_patch_6_4",0.9626,0.4482,nan,nan,-0.0082,0.1008,1.0000,0.3642,28.72,24.04,nan,nan
"[8047,49901]_patch_6_5",0.9772,0.9807,0.9206,0.9595,0.7414,0.1114,0.9156,0.5895,30.58,32.64,31.03,31.42
"[8047,49901]_patch_6_6",0.7864,0.7501,0.8878,0.8081,0.6262,0.3831,0.9560,0.6551,16.76,14.73,27.30,19.60
"[8047,49901]_patch_6_7",0.4061,0.3527,0.6611,0.4733,0.4469,0.1461,0.9554,0.5161,14.27,12.02,25.11,17.13
"[8047,49901]_patch_6_8",0.2624,0.5516,0.6709,0.4949,0.3020,0.0400,0.9539,0.4319,14.28,16.56,25.16,18.67
"[8187,46863]_patch_0_0",nan,0.6695,0.9221,nan,1.0000,0.1713,0.8419,0.6711,nan,23.73,18.05,nan
"[8187,46863]_patch_0_1",nan,0.4504,nan,nan,1.0000,0.0569,1.0000,0.6856,nan,25.34,nan,nan
"[8187,46863]_patch_0_2",0.8687,0.8525,0.9084,0.8765,0.6151,0.2991,0.9474,0.6205,20.72,19.21,29.37,23.10
"[8187,46863]_patch_0_3",0.6813,0.6583,0.8556,0.7317,0.4964,0.3398,0.9528,0.5963,13.34,13.89,24.60,17.28
"[8187,46863]_patch_0_4",0.5528,0.4801,0.6561,0.5630,0.6391,0.2262,0.9532,0.6062,11.58,11.95,23.38,15.64
"[8187,46863]_patch_0_5",0.5230,0.5404,0.6731,0.5788,0.6622,0.1468,0.9548,0.5880,13.87,19.11,25.56,19.52
"[8187,46863]_patch_0_6",0.4328,0.6211,0.6660,0.5733,0.5192,0.1873,0.9572,0.5546,14.21,24.06,24.66,20.98
"[8187,46863]_patch_0_7",0.3964,0.4189,0.6616,0.4923,0.5826,0.2454,0.9478,0.5920,14.70,19.44,20.52,18.22
"[8187,46863]_patch_0_8",0.3691,0.2956,0.6567,0.4405,0.7801,0.2521,0.9407,0.6576,13.99,16.18,18.33,16.17
"[8187,46863]_patch_1_0",0.9986,0.6332,0.9218,0.8512,0.0039,0.1644,0.8502,0.3395,29.87,23.10,18.05,23.67
"[8187,46863]_patch_1_1",0.9482,0.9979,0.9191,0.9551,0.9374,0.2282,0.9502,0.7053,24.07,37.54,31.41,31.01
"[8187,46863]_patch_1_2",0.7267,0.6803,0.8640,0.7570,0.7329,0.2378,0.9607,0.6438,14.56,19.09,23.75,19.13
"[8187,46863]_patch_1_3",0.3379,0.2556,0.6666,0.4200,0.3689,0.2335,0.9520,0.5181,10.49,9.85,21.31,13.89
"[8187,46863]_patch_1_4",0.2554,0.2246,0.6900,0.3900,0.5289,0.1826,0.9461,0.5526,11.12,12.10,21.01,14.74
"[8187,46863]_patch_1_5",0.4458,0.3417,0.6706,0.4860,0.6932,0.2411,0.9469,0.6271,15.16,18.36,21.23,18.25
"[8187,46863]_patch_1_6",0.4621,0.3964,0.6625,0.5070,0.6644,0.2858,0.9496,0.6333,13.89,18.86,21.27,18.01
"[8187,46863]_patch_1_7",0.4319,0.3610,0.6477,0.4802,0.7104,0.3085,0.9378,0.6522,12.70,17.49,18.82,16.34
"[8187,46863]_patch_1_8",0.4616,0.3003,0.6546,0.4722,0.7877,0.2814,0.9302,0.6664,13.83,17.21,18.40,16.48
"[8187,46863]_patch_2_0",0.9411,0.9138,0.9204,0.9251,0.8416,0.2829,0.9457,0.6901,20.72,16.99,32.20,23.30
"[8187,46863]_patch_2_1",0.7177,0.6567,0.6619,0.6788,0.6785,0.3234,0.9576,0.6531,12.38,11.97,24.14,16.16
"[8187,46863]_patch_2_2",0.4808,0.3607,0.6834,0.5083,0.5808,0.1972,0.9583,0.5788,12.12,9.79,22.35,14.75
"[8187,46863]_patch_2_3",0.2873,0.3554,0.6819,0.4415,0.2971,0.2320,0.9496,0.4929,12.68,13.21,22.89,16.26
"[8187,46863]_patch_2_4",0.2337,0.3043,0.6869,0.4083,0.3641,0.2529,0.9460,0.5210,12.76,12.88,21.58,15.74
"[8187,46863]_patch_2_5",0.4015,0.2629,0.6709,0.4451,0.7639,0.2590,0.9464,0.6564,13.36,18.17,19.80,17.11
"[8187,46863]_patch_2_6",0.4985,0.3281,0.6578,0.4948,0.7439,0.2797,0.9467,0.6567,15.67,18.27,19.23,17.72
"[8187,46863]_patch_2_7",0.4963,0.2954,0.6397,0.4771,0.7172,0.2656,0.9301,0.6376,12.90,18.97,17.72,16.53
"[8187,46863]_patch_2_8",0.5072,0.1795,0.6059,0.4309,0.7662,0.1691,0.9306,0.6220,15.12,15.45,19.18,16.58
"[8187,46863]_patch_3_0",0.8255,0.7957,0.9003,0.8405,0.6642,0.3191,0.9586,0.6473,16.78,15.84,29.06,20.56
"[8187,46863]_patch_3_1",0.4852,0.3109,0.6778,0.4913,0.4589,0.2678,0.9552,0.5606,11.50,9.72,23.12,14.78
"[8187,46863]_patch_3_2",0.3578,0.4120,0.6854,0.4851,0.5167,0.1518,0.9507,0.5397,11.76,12.87,21.74,15.46
"[8187,46863]_patch_3_3",0.3426,0.4123,0.6801,0.4783,0.3854,0.2606,0.9527,0.5329,14.16,17.73,23.23,18.37
"[8187,46863]_patch_3_4",0.3453,0.3441,0.6608,0.4500,0.4123,0.2229,0.9528,0.5293,16.28,18.06,21.70,18.68
"[8187,46863]_patch_3_5",0.4338,0.2733,0.6541,0.4537,0.7257,0.2547,0.9488,0.6431,15.25,16.40,18.85,16.83
"[8187,46863]_patch_3_6",0.4596,0.2582,0.6507,0.4562,0.7559,0.1774,0.9436,0.6256,14.46,17.68,18.16,16.77
"[8187,46863]_patch_3_7",0.5938,0.5261,0.6209,0.5803,0.7530,0.1732,0.9360,0.6207,16.63,13.78,21.16,17.19
"[8187,46863]_patch_3_8",0.4464,0.2938,0.6049,0.4483,0.6515,0.2393,0.9361,0.6090,17.89,15.69,24.77,19.45
"[8187,46863]_patch_4_0",0.5079,0.3952,0.8079,0.5703,0.4085,0.5438,0.9446,0.6323,19.22,11.41,21.44,17.36
"[8187,46863]_patch_4_1",0.3574,0.1430,0.6844,0.3949,0.3034,0.3209,0.9461,0.5235,10.24,9.98,21.69,13.97
"[8187,46863]_patch_4_2",0.4282,0.4835,0.6655,0.5258,0.6635,0.2338,0.9443,0.6139,14.53,16.59,20.48,17.20
"[8187,46863]_patch_4_3",0.4704,0.5331,0.6522,0.5519,0.6399,0.3187,0.9410,0.6332,15.60,19.61,19.21,18.14
"[8187,46863]_patch_4_4",0.4758,0.4894,0.6608,0.5420,0.6742,0.3164,0.9449,0.6452,16.57,19.87,19.84,18.76
"[8187,46863]_patch_4_5",0.4185,0.3594,0.6462,0.4747,0.7542,0.2003,0.9419,0.6321,14.49,18.20,18.10,16.93
"[8187,46863]_patch_4_6",0.3947,0.2680,0.6185,0.4271,0.6087,0.1946,0.9398,0.5810,15.68,14.60,19.60,16.63
"[8187,46863]_patch_4_7",0.1025,0.7205,0.5887,0.4706,0.1120,0.2059,0.9489,0.4223,13.60,18.80,27.48,19.96
"[8187,46863]_patch_4_8",0.0752,0.8207,0.6198,0.5052,0.1399,0.2165,0.9388,0.4317,14.09,21.37,28.43,21.30
"[8187,46863]_patch_5_0",0.3707,0.1761,0.6979,0.4149,0.2028,0.4229,0.9442,0.5233,15.73,12.71,19.99,16.14
"[8187,46863]_patch_5_1",0.5206,0.0777,0.6882,0.4288,0.0446,0.3718,0.9436,0.4533,17.59,11.89,19.26,16.25
"[8187,46863]_patch_5_2",0.3130,0.3106,0.6753,0.4330,0.6894,0.1627,0.9363,0.5962,14.03,15.44,18.98,16.15
"[8187,46863]_patch_5_3",0.4867,0.3649,0.6510,0.5009,0.7419,0.2110,0.9345,0.6291,14.47,17.76,16.99,16.41
"[8187,46863]_patch_5_4",0.5056,0.3543,0.6529,0.5043,0.7547,0.2629,0.9331,0.6502,15.33,18.56,17.65,17.18
"[8187,46863]_patch_5_5",0.5356,0.3514,0.6390,0.5087,0.7967,0.2036,0.9409,0.6471,15.39,16.27,18.69,16.78
"[8187,46863]_patch_5_6",0.5143,0.6343,0.6215,0.5900,0.6422,0.2288,0.9420,0.6043,17.34,15.09,22.49,18.31
"[8187,46863]_patch_5_7",0.4558,0.8174,0.8410,0.7047,0.1178,0.2449,0.9486,0.4371,14.65,19.53,27.98,20.72
"[8187,46863]_patch_5_8",0.2754,0.9233,0.6140,0.6042,0.1689,0.3093,0.9337,0.4707,15.62,26.76,28.14,23.51
"[8187,46863]_patch_6_0",0.3913,0.1514,0.6798,0.4075,0.2679,0.3910,0.9497,0.5362,16.97,14.46,21.85,17.76
"[8187,46863]_patch_6_1",0.8187,0.1107,0.6626,0.5307,0.4477,0.3888,0.9426,0.5930,21.11,12.82,19.79,17.91
"[8187,46863]_patch_6_2",0.3056,0.3196,0.6622,0.4291,0.7166,0.1516,0.9416,0.6032,15.25,11.71,19.47,15.47
"[8187,46863]_patch_6_3",0.3896,0.1709,0.6516,0.4040,0.7846,0.1580,0.9335,0.6254,15.42,15.54,18.86,16.61
"[8187,46863]_patch_6_4",0.5041,0.2529,0.6324,0.4631,0.7783,0.1490,0.9287,0.6187,15.75,16.86,18.88,17.16
"[8187,46863]_patch_6_5",0.5865,0.2691,0.6186,0.4914,0.7870,0.2341,0.9391,0.6534,17.92,13.99,21.29,17.73
"[8187,46863]_patch_6_6",0.5368,0.5214,0.6132,0.5571,0.3728,0.2796,0.9522,0.5349,20.26,19.96,26.83,22.35
"[8187,46863]_patch_6_7",0.2274,0.8678,0.8632,0.6528,0.1800,0.2268,0.9519,0.4529,15.57,20.83,28.75,21.72
"[8187,46863]_patch_6_8",0.2761,0.9030,0.8769,0.6853,0.2111,0.3634,0.9431,0.5058,16.91,22.82,29.50,23.08
"[8942,53607]_patch_0_0",0.9690,0.4368,nan,nan,0.3621,0.3412,1.0000,0.5678,34.67,28.52,nan,nan
"[8942,53607]_patch_0_1",0.9605,nan,0.9214,nan,0.0278,1.0000,0.9691,0.6656,31.65,nan,30.00,nan
"[8942,53607]_patch_0_2",0.9799,nan,0.9217,nan,0.1489,1.0000,0.9725,0.7071,32.03,nan,30.00,nan
"[8942,53607]_patch_0_3",0.7171,0.7013,0.9044,0.7743,0.7219,0.5085,0.8175,0.6827,24.81,22.97,29.48,25.76
"[8942,53607]_patch_0_4",0.8246,0.7617,0.9011,0.8291,0.8202,0.3481,0.9154,0.6946,23.22,18.82,29.79,23.94
"[8942,53607]_patch_0_5",0.7762,0.6514,0.8687,0.7654,0.7901,0.1166,0.9462,0.6177,16.62,12.26,26.37,18.42
"[8942,53607]_patch_0_6",0.3928,0.2971,0.7024,0.4641,0.4478,0.2264,0.9459,0.5400,12.26,10.40,21.41,14.69
"[8942,53607]_patch_0_7",0.2432,0.0542,0.6615,0.3196,0.5156,0.0864,0.9063,0.5028,10.26,7.70,15.72,11.23
"[8942,53607]_patch_0_8",0.4087,0.0563,0.5958,0.3536,0.6739,0.1155,0.8969,0.5621,11.79,15.87,13.40,13.69
"[8942,53607]_patch_1_0",0.8268,0.7818,0.8941,0.8342,0.6669,0.3641,0.9332,0.6547,18.30,15.89,28.44,20.88
"[8942,53607]_patch_1_1",0.8156,0.8231,0.9049,0.8479,0.5097,0.3710,0.9265,0.6024,20.23,20.06,31.56,23.95
"[8942,53607]_patch_1_2",0.7705,0.6808,0.8801,0.7771,0.6317,0.3097,0.9431,0.6282,17.82,15.42,26.80,20.01
"[8942,53607]_patch_1_3",0.5665,0.4099,0.8350,0.6038,0.7093,0.2489,0.9439,0.6341,16.29,12.28,22.78,17.12
"[8942,53607]_patch_1_4",0.5662,0.4259,0.8296,0.6073,0.6022,0.2679,0.9457,0.6053,13.16,10.93,21.62,15.24
"[8942,53607]_patch_1_5",0.5510,0.4313,0.6825,0.5549,0.5359,0.2101,0.9439,0.5633,12.82,10.89,21.75,15.15
"[8942,53607]_patch_1_6",0.3596,0.1428,0.6586,0.3870,0.5874,0.0873,0.9172,0.5306,10.98,7.91,16.25,11.72
"[8942,53607]_patch_1_7",0.2979,0.0624,0.6113,0.3239,0.6580,0.0884,0.8921,0.5462,10.52,14.68,13.87,13.02
"[8942,53607]_patch_1_8",0.3790,0.0649,0.5684,0.3375,0.6957,0.1823,0.8909,0.5896,11.72,16.05,12.56,13.45
"[8942,53607]_patch_2_0",0.4771,0.3445,0.6527,0.4914,0.5792,0.2489,0.9411,0.5898,13.61,10.31,22.38,15.43
"[8942,53607]_patch_2_1",0.5526,0.8907,0.6496,0.6976,0.6563,0.1610,0.9458,0.5877,14.92,23.94,22.45,20.43
"[8942,53607]_patch_2_2",0.4924,0.8909,0.7922,0.7252,0.5726,0.1326,0.9462,0.5505,13.24,23.18,21.26,19.23
"[8942,53607]_patch_2_3",0.4126,0.1353,0.7339,0.4273,0.5386,0.0893,0.9364,0.5214,14.45,9.97,18.52,14.31
"[8942,53607]_patch_2_4",0.2954,0.1121,0.6972,0.3682,0.4722,0.1366,0.9372,0.5153,11.65,9.81,17.84,13.10
"[8942,53607]_patch_2_5",0.2352,0.0997,0.6917,0.3422,0.4234,0.1513,0.9405,0.5051,10.52,9.02,17.69,12.41
"[8942,53607]_patch_2_6",0.2994,0.8617,0.6558,0.6056,0.6915,0.1192,0.9138,0.5748,11.17,21.35,15.34,15.95
"[8942,53607]_patch_2_7",0.3617,0.1239,0.6122,0.3660,0.6977,0.1534,0.9011,0.5840,11.12,18.34,14.26,14.57
"[8942,53607]_patch_2_8",0.3728,0.0611,0.6157,0.3499,0.6030,0.1958,0.8977,0.5655,12.22,16.40,14.04,14.22
"[8942,53607]_patch_3_0",0.3555,0.8328,0.6731,0.6205,0.3125,0.1070,0.9248,0.4481,12.85,20.18,17.11,16.72
"[8942,53607]_patch_3_1",0.3787,0.8424,0.6752,0.6321,0.4751,0.1872,0.9310,0.5311,12.74,21.72,15.17,16.54
"[8942,53607]_patch_3_2",0.3930,0.8807,0.6952,0.6563,0.5426,0.1034,0.9336,0.5265,12.24,22.00,17.00,17.08
"[8942,53607]_patch_3_3",0.4218,0.1303,0.6860,0.4127,0.6692,0.1536,0.9362,0.5863,11.45,7.65,18.14,12.41
"[8942,53607]_patch_3_4",0.3921,0.1315,0.6743,0.3993,0.6699,0.1698,0.9227,0.5875,11.57,8.39,16.38,12.11
"[8942,53607]_patch_3_5",0.2281,0.0351,0.6540,0.3057,0.6770,0.1174,0.9137,0.5694,9.30,14.72,14.98,13.00
"[8942,53607]_patch_3_6",0.2366,0.0341,0.6500,0.3069,0.6814,0.0959,0.9075,0.5616,9.60,16.08,15.12,13.60
"[8942,53607]_patch_3_7",0.3548,0.1051,0.6026,0.3542,0.5167,0.1607,0.8831,0.5202,12.53,18.63,13.66,14.94
"[8942,53607]_patch_3_8",0.4173,0.0941,0.6151,0.3755,0.5673,0.1752,0.8959,0.5461,13.56,16.13,14.68,14.79
"[8942,53607]_patch_4_0",0.3575,0.8388,0.6593,0.6185,0.4845,0.1212,0.9155,0.5071,11.65,20.69,16.37,16.24
"[8942,53607]_patch_4_1",0.3339,0.0525,0.6495,0.3453,0.6254,0.1266,0.9145,0.5555,11.01,16.60,14.93,14.18
"[8942,53607]_patch_4_2",0.2952,0.0543,0.6634,0.3376,0.6971,0.1433,0.9192,0.5866,10.42,7.02,15.12,10.85
"[8942,53607]_patch_4_3",0.3774,0.1974,0.6815,0.4187,0.6913,0.1791,0.9276,0.5993,11.71,9.02,16.77,12.50
"[8942,53607]_patch_4_4",0.3676,0.1690,0.6914,0.4093,0.7622,0.1821,0.9182,0.6208,12.09,15.80,17.06,14.98
"[8942,53607]_patch_4_5",0.2473,0.0286,0.6408,0.3056,0.6952,0.1976,0.9042,0.5990,8.90,13.87,14.50,12.42
"[8942,53607]_patch_4_6",0.2951,0.0569,0.6060,0.3193,0.6186,0.2046,0.8974,0.5735,9.33,15.50,13.83,12.89
"[8942,53607]_patch_4_7",0.3417,0.0164,0.5876,0.3152,0.4627,0.1215,0.8842,0.4895,12.03,7.89,13.41,11.11
"[8942,53607]_patch_4_8",0.3240,0.1096,0.6118,0.3485,0.5997,0.2045,0.8918,0.5653,10.11,17.47,13.79,13.79
"[8942,53607]_patch_5_0",0.3240,0.8237,0.6623,0.6033,0.5374,0.1269,0.9170,0.5271,10.78,21.15,15.86,15.93
"[8942,53607]_patch_5_1",0.3641,0.0579,0.6590,0.3603,0.6223,0.1053,0.9146,0.5474,11.26,15.91,15.41,14.19
"[8942,53607]_patch_5_2",0.3203,0.0567,0.6677,0.3483,0.6389,0.1751,0.9178,0.5773,12.44,8.06,15.89,12.13
"[8942,53607]_patch_5_3",0.3414,0.0878,0.6650,0.3647,0.6932,0.1801,0.9178,0.5970,11.49,15.53,16.48,14.50
"[8942,53607]_patch_5_4",0.3286,0.1162,0.6840,0.3762,0.7312,0.0590,0.9268,0.5723,12.73,16.94,18.56,16.08
"[8942,53607]_patch_5_5",0.3185,0.0536,0.6802,0.3508,0.7075,0.1355,0.9192,0.5874,10.99,15.04,17.19,14.40
"[8942,53607]_patch_5_6",0.3560,0.0836,0.6230,0.3542,0.7094,0.1429,0.9005,0.5843,11.92,17.25,14.28,14.48
"[8942,53607]_patch_5_7",0.3544,0.0183,0.5897,0.3208,0.5966,0.1605,0.8880,0.5484,12.52,8.01,13.22,11.25
"[8942,53607]_patch_5_8",0.3378,0.0876,0.6087,0.3447,0.6377,0.2086,0.8893,0.5785,10.56,16.17,13.74,13.49
"[8942,53607]_patch_6_0",0.4090,0.0639,0.6464,0.3731,0.6348,0.1872,0.9135,0.5785,12.56,16.97,15.03,14.85
"[8942,53607]_patch_6_1",0.4401,0.0806,0.6541,0.3916,0.7145,0.2021,0.9176,0.6114,12.54,18.16,14.98,15.23
"[8942,53607]_patch_6_2",0.3813,0.0981,0.6496,0.3763,0.6717,0.1786,0.9174,0.5892,10.73,16.10,15.07,13.97
"[8942,53607]_patch_6_3",0.3571,0.1677,0.6362,0.3870,0.8114,0.1798,0.9197,0.6370,11.04,17.86,15.18,14.69
"[8942,53607]_patch_6_4",0.3166,0.6628,0.6670,0.5488,0.8137,0.1209,0.9250,0.6199,12.69,17.67,16.33,15.56
"[8942,53607]_patch_6_5",0.3225,0.6487,0.6725,0.5479,0.7427,0.1372,0.9121,0.5973,11.64,18.63,15.77,15.34
"[8942,53607]_patch_6_6",0.3306,0.0838,0.6266,0.3470,0.6844,0.1115,0.9045,0.5668,10.96,17.87,14.43,14.42
"[8942,53607]_patch_6_7",0.3345,0.0190,0.5927,0.3154,0.5507,0.2074,0.8938,0.5506,11.56,7.52,13.29,10.79
"[8942,53607]_patch_6_8",0.3996,0.0961,0.5979,0.3645,0.6447,0.2249,0.8994,0.5896,11.93,16.05,13.35,13.78
"[9241,45651]_patch_0_0",0.9712,0.9556,0.9247,0.9505,0.8782,0.0943,0.9389,0.6371,28.30,21.85,33.08,27.74
"[9241,45651]_patch_0_1",0.7635,0.8296,0.8879,0.8270,0.8677,0.1680,0.9676,0.6678,16.48,26.24,28.99,23.90
"[9241,45651]_patch_0_2",0.4675,0.2391,0.6290,0.4452,0.6685,0.1685,0.9631,0.6001,12.20,8.78,25.36,15.45
"[9241,45651]_patch_0_3",0.4195,0.1949,0.6366,0.4170,0.5238,0.2030,0.9583,0.5617,11.80,8.77,23.41,14.66
"[9241,45651]_patch_0_4",0.4626,0.6967,0.8350,0.6648,0.8061,0.1436,0.9576,0.6358,12.52,23.00,21.82,19.11
"[9241,45651]_patch_0_5",0.3452,0.4022,0.6912,0.4795,0.7352,0.1450,0.9520,0.6107,11.60,12.77,20.47,14.95
"[9241,45651]_patch_0_6",0.2965,0.2710,0.6596,0.4090,0.7345,0.1574,0.9450,0.6123,14.26,15.59,18.69,16.18
"[9241,45651]_patch_0_7",0.3484,0.3233,0.6352,0.4356,0.7840,0.2065,0.9372,0.6426,13.85,17.78,16.88,16.17
"[9241,45651]_patch_0_8",0.5467,0.3372,0.7481,0.5440,0.8198,0.2388,0.9365,0.6651,15.33,16.87,18.75,16.98
"[9241,45651]_patch_1_0",0.9664,0.9649,0.9240,0.9518,0.9309,0.1288,0.9356,0.6651,36.72,28.09,34.72,33.18
"[9241,45651]_patch_1_1",0.9252,0.8812,0.9183,0.9082,0.9198,0.0574,0.9692,0.6488,24.99,17.22,34.66,25.62
"[9241,45651]_patch_1_2",0.8096,0.6739,0.9020,0.7952,0.8086,0.1210,0.9696,0.6331,18.65,13.77,31.76,21.39
"[9241,45651]_patch_1_3",0.7304,0.6008,0.8932,0.7415,0.7518,0.1849,0.9630,0.6332,17.53,13.30,27.88,19.57
"[9241,45651]_patch_1_4",0.6112,0.7301,0.8641,0.7352,0.8236,0.3084,0.9619,0.6980,14.70,24.40,22.25,20.45
"[9241,45651]_patch_1_5",0.3959,0.4232,0.7063,0.5084,0.7718,0.3150,0.9491,0.6786,12.95,16.84,19.89,16.56
"[9241,45651]_patch_1_6",0.3056,0.3186,0.6691,0.4311,0.7597,0.2186,0.9384,0.6389,12.44,15.54,18.72,15.57
"[9241,45651]_patch_1_7",0.3202,0.2720,0.6679,0.4200,0.7692,0.2629,0.9386,0.6569,14.85,16.94,19.85,17.21
"[9241,45651]_patch_1_8",0.4134,0.3144,0.7397,0.4892,0.7903,0.2503,0.9343,0.6583,14.65,18.02,18.77,17.15
"[9241,45651]_patch_2_0",0.9979,0.6739,0.9225,0.8648,0.0026,0.2310,0.8902,0.3746,37.90,24.82,27.83,30.19
"[9241,45651]_patch_2_1",0.9829,0.6494,nan,nan,0.1072,0.4936,1.0000,0.5336,32.00,25.20,nan,nan
"[9241,45651]_patch_2_2",0.9741,0.4684,nan,nan,0.0848,0.3848,1.0000,0.4899,30.21,24.93,nan,nan
"[9241,45651]_patch_2_3",0.9783,0.8420,0.9969,0.9391,0.4102,0.1410,0.4136,0.3216,32.10,24.52,40.51,32.38
"[9241,45651]_patch_2_4",0.8359,0.9120,0.9066,0.8849,0.8301,0.1254,0.9688,0.6414,19.16,23.65,30.52,24.44
"[9241,45651]_patch_2_5",0.5585,0.8422,0.8457,0.7488,0.8528,0.3929,0.9506,0.7321,15.02,20.17,23.85,19.68
"[9241,45651]_patch_2_6",0.3291,0.3207,0.6824,0.4441,0.8284,0.2614,0.9450,0.6783,13.31,15.59,19.65,16.18
"[9241,45651]_patch_2_7",0.3679,0.2822,0.6663,0.4388,0.7862,0.2008,0.9377,0.6416,14.46,17.39,19.32,17.06
"[9241,45651]_patch_2_8",0.4511,0.3885,0.6498,0.4964,0.7684,0.2099,0.9357,0.6380,13.66,19.09,17.75,16.83
"[9241,45651]_patch_3_0",0.9514,0.9583,0.9212,0.9436,0.7945,0.2704,0.9502,0.6717,28.64,26.71,32.46,29.27
"[9241,45651]_patch_3_1",0.8687,0.7910,0.9110,0.8569,0.8156,0.1325,0.9663,0.6381,17.09,12.81,28.75,19.55
"[9241,45651]_patch_3_2",0.7584,0.6519,0.6535,0.6879,0.7950,0.1850,0.9668,0.6489,13.88,12.16,26.70,17.58
"[9241,45651]_patch_3_3",0.7335,0.7228,0.6559,0.7041,0.7917,0.2712,0.9622,0.6750,13.26,22.79,23.48,19.84
"[9241,45651]_patch_3_4",0.7992,0.8665,0.8932,0.8529,0.7974,0.3148,0.9671,0.6931,16.72,25.12,28.32,23.38
"[9241,45651]_patch_3_5",0.6043,0.6518,0.8605,0.7056,0.8592,0.3568,0.9542,0.7234,15.80,21.32,24.31,20.48
"[9241,45651]_patch_3_6",0.3680,0.2678,0.6778,0.4379,0.8238,0.2823,0.9472,0.6845,16.13,15.96,20.05,17.38
